Sweetness,Moisture_content,Impurities,Acidity,Color,Particle_size,Crystallinity,Granulation,Solubility,Density,Reducing_sugars,Total_sugar_content,Quality
5.4881350392732475,9.006752388088652,2.479875135396043,10.785262408234976,0.6818027267230165,418.2889253317782,87.25275366252805,8.987199326625099,32.720514725881266,1.9366899156920587,7.3737201146040166,64.45352800996557,83.09982584110762
7.151893663724195,7.698715146690553,4.879232066577364,5.321819001324762,2.3028506233422363,339.2094573017027,60.68161895353214,4.358224532075638,81.04086763389505,0.7026936455204331,4.326852748628419,90.02789672249584,62.165218798083025
6.027633760716439,8.496898764211883,2.4881657854542034,8.710691772865827,6.422605933113189,355.9485633773756,37.17488184535388,9.429275663213746,35.46239934613571,1.5074866241361162,5.357649318863341,24.20975957521706,51.423140630151444
5.448831829968968,0.3294544853123238,1.3939570834552772,12.507684371219163,1.988031570029617,243.71443792784092,36.909385599884224,4.147200724090529,56.20410456936389,1.7635077707854134,0.8692324371862126,70.97117061619242,3.1607011181336575
4.236547993389047,3.101954982442031,1.512156222758434,2.217480609419445,5.371779333788922,302.35260740494476,6.670672635107167,0.10588025444859261,51.97848565448161,1.2548054652774046,5.568422467031187,64.05974821318516,57.433446643326405
6.458941130666561,5.154330866863324,3.7182136193863506,0.12468623848740545,1.6586076072046485,214.05681115638185,34.25209707870845,1.9921798780977096,94.19720727301862,1.358294115291045,3.78111029316172,36.43571701748394,91.58709025412251
4.375872112626925,4.159533146297795,2.185535194452968,3.5945925567817874,6.727055088706358,283.75477874399024,24.568422843321315,8.353503504392654,59.32378951219841,0.8261161388099052,9.023877870233706,34.57942048640622,78.88091759908701
8.917730007820797,2.3125495297968843,2.093942423927451,11.164607208252242,5.312361169926768,394.895581285227,60.85511222654155,3.6018628301653512,65.08195131872638,0.9661651627810968,6.205055977876678,4.695884824657792,84.90758262883115
9.636627605010293,3.0787409796002327,0.1024329763496723,7.935558994862251,9.694322436001992,99.88220566446893,72.01634855615035,8.46376922386884,42.59935511474252,1.160374860643602,2.7406427505249056,21.98453731218143,50.94347614079779
3.8344151882577773,9.454309703916056,1.5263908021052464,13.246252089496046,1.3381327754973282,437.9480200050687,29.242481057170988,3.882089593322565,13.568898286979792,0.4313690174107947,1.4878758865236896,90.64558958841548,28.95881375739293
7.917250380826646,2.9418087987135157,4.301915399208034,7.670237398063511,5.307212491581216,153.0045190261476,54.6147499418822,2.967237385559561,47.04634398234121,0.11184060150503061,6.8762883317828845,35.53301636989035,92.195667156372
5.288949197529044,3.5390411017978574,4.017522491135734,3.7209393562410926,3.1172388963489537,73.78325432128591,78.70796431637085,8.007267547167679,72.31144035165433,0.1512533044975688,7.627521975691597,63.702996497701726,55.62332822173397
5.680445610939323,0.037097737500186856,3.7325542999133003,10.722394265790703,6.126887629156767,317.2745306506843,64.19038102711345,0.7228868695872015,51.01511584583466,1.8867035202865716,2.9784328850812,40.17286291761486,27.23690074477625
9.25596638292661,8.450776272778745,0.11564193337859963,9.205705402810144,2.0325554049020687,262.20487464984865,74.36613125071872,8.759516286605756,60.454915781969945,1.1927267959599503,6.806787712718604,61.14486866137675,94.49292941454802
0.7103605819788694,1.5484070340157663,0.1349514571584659,11.489567039462209,9.253924603308462,145.76674465268928,21.807968772265106,4.198664715988444,79.74203581181253,0.010726552285410085,9.884019765771399,91.13849835017469,18.596299922429694
